ID X PCODE,Label
RA9KQN5 X RIBP,0.04
P8J1D14 X RIBP,0.0
6HWAKMQ X RIBP,0.03
YKBANI5 X RIBP,0.0
VMELMA0 X RIBP,0.04
BPRXOMK X RIBP,0.0
MW39L9I X RIBP,0.0
U98AMFN X RIBP,0.0
I26GC7H X RIBP,0.0
X1LP6DS X RIBP,0.0
NGDI7S1 X RIBP,0.29
TZVCUTV X RIBP,0.0
7SVXT77 X RIBP,0.0
LBQJ3P7 X RIBP,0.0
4256GIU X RIBP,0.02
JT0C6D8 X RIBP,0.0
QOVOOGF X RIBP,0.0
CFD0MGI X RIBP,0.05
HAD4PUV X RIBP,0.17
QJI14CN X RIBP,0.0
PM85VZE X RIBP,0.0
J487PZ2 X RIBP,0.0
YR1HL1Q X RIBP,0.0
O3TSZOT X RIBP,0.0
HPR0SPM X RIBP,0.0
L51MLGH X RIBP,0.0
R01FI68 X RIBP,0.0
YM8ZH59 X RIBP,0.0
ZD79WQI X RIBP,0.0
PLPM77I X RIBP,0.0
6WY759S X RIBP,0.0
OGJ2PE2 X RIBP,0.365
U70B35J X RIBP,0.0
G529ENW X RIBP,0.0
R0NDP1O X RIBP,0.0
KLDNUPO X RIBP,0.24
T1KGUK1 X RIBP,0.0
4Q8M7U6 X RIBP,0.11
LXZW226 X RIBP,0.3
CNY5BGZ X RIBP,0.0
39U3TO2 X RIBP,0.0
0HBDGGE X RIBP,0.0
J8157KG X RIBP,0.0
FFCQL1X X RIBP,0.0
Y9G559T X RIBP,0.0
WN76H6C X RIBP,0.0
RI642EH X RIBP,0.0
TZRHR18 X RIBP,0.023333333333333334
L8VW28D X RIBP,0.0
JA1OZGM X RIBP,0.0
NPFT4QM X RIBP,0.0
EX7U0S5 X RIBP,0.0
GTS2W3E X RIBP,0.0
UUCU653 X RIBP,0.0
CEFPL22 X RIBP,0.0
SI2ZDX1 X RIBP,0.0
8LOU8GC X RIBP,1.0
C8DQOOT X RIBP,0.02
1X1OVVK X RIBP,1.0
BSOETVF X RIBP,0.0
NK9ZR7S X RIBP,0.0
8BV5X2H X RIBP,0.0
JJ0BPKV X RIBP,0.92
21VKBGZ X RIBP,0.0
EVULYI1 X RIBP,0.0
XROFW35 X RIBP,0.0
EMXR1AA X RIBP,0.0
JUD2LJ5 X RIBP,0.0
P6S3U7S X RIBP,0.0
E9HQ6XQ X RIBP,0.0
KJLYAS7 X RIBP,0.0
59F85JX X RIBP,0.0
H6S5PBA X RIBP,0.0
YLX6G3J X RIBP,0.0
XGNVW0W X RIBP,0.38
ESPQIFJ X RIBP,0.01
H9P20C2 X RIBP,0.0
G8YK4EB X RIBP,0.0
MQ2E2MT X RIBP,0.0
OL0EIW6 X RIBP,0.01
X139I5G X RIBP,0.0
E1JBHA1 X RIBP,0.0
6UUHWXT X RIBP,0.0
TRZEK5O X RIBP,0.06
XFFWSPZ X RIBP,0.0
Q1K0JAP X RIBP,0.0
EEZUXNI X RIBP,0.31
W46FY15 X RIBP,0.05985714285714286
S7X9BIB X RIBP,0.0
VK8F1LS X RIBP,0.0
QK44HZ1 X RIBP,0.0
MB9V3FS X RIBP,0.0
J4W17UB X RIBP,0.0
GWEYQM7 X RIBP,0.28
WX9NTDC X RIBP,0.02
FOKSC1R X RIBP,0.0
UB0MEY0 X RIBP,0.0
1D4TQHA X RIBP,0.0
D06MHQ8 X RIBP,0.0
2TUWI7D X RIBP,0.0
HC5VFPJ X RIBP,0.0
MQIQBZE X RIBP,0.0
9HUFLO2 X RIBP,0.01
21NYEJV X RIBP,0.0
PGGU2ZN X RIBP,0.0
EGP7TPH X RIBP,0.0
UOT9QYX X RIBP,1.0
X0JNFMX X RIBP,0.0
8Q7ZSZP X RIBP,0.0
MJCSOMF X RIBP,0.0
2F6L1CF X RIBP,0.32
8CD58H2 X RIBP,0.0
7Z9HXAO X RIBP,0.0
VU7X76S X RIBP,0.07
29007NB X RIBP,0.0
AN7QO4K X RIBP,0.0
A1O7LXK X RIBP,0.01
3A6UBSK X RIBP,0.0
62OBDTJ X RIBP,0.12
W6O3T8Q X RIBP,0.0
JR9ZGR7 X RIBP,0.01
6ARSDV1 X RIBP,0.0
SU3NZOD X RIBP,0.0
H72W15T X RIBP,0.0
YN5GDJA X RIBP,0.0
CACCSIW X RIBP,0.0
SL66Q9V X RIBP,0.0
NXYP9WN X RIBP,0.0
3YQN2HX X RIBP,0.0
VN0GXYV X RIBP,0.01
TJW1UWS X RIBP,0.0
S16ES0C X RIBP,0.0
VXPKTH8 X RIBP,0.0
VECX3A3 X RIBP,0.0
0FWYDNT X RIBP,0.0
S83QQ0P X RIBP,0.3
S1D26OF X RIBP,0.0
HKD2SZ3 X RIBP,0.0
21AN67K X RIBP,0.0
54EETN1 X RIBP,0.0
F1DAK82 X RIBP,0.0
CBDVXV5 X RIBP,0.0
KQIIGO0 X RIBP,0.0
MGLH80M X RIBP,0.01
K9CD11X X RIBP,0.0
Q3IL7LN X RIBP,0.08
4I69XSJ X RIBP,0.01
O3J2KOZ X RIBP,0.0
25UAHZ3 X RIBP,0.0
YTD2YOW X RIBP,0.0
4T2PVQQ X RIBP,0.0
7MJ28TF X RIBP,0.0
2SSRH3C X RIBP,0.0
3U6AA28 X RIBP,0.0
HJ1UN4K X RIBP,0.0
ZBHE81V X RIBP,0.09
JLHZFY5 X RIBP,0.0
TF15Q7U X RIBP,0.0
VPVBDJN X RIBP,0.0
KSJZ2GY X RIBP,0.0
4H4IJNK X RIBP,0.0
B408T8W X RIBP,0.29
3Z5M0ME X RIBP,0.0
CD6XSTU X RIBP,0.0
99RIMI1 X RIBP,0.0
0A3WIVV X RIBP,0.0
7CKBCBY X RIBP,0.0
7RDBW5H X RIBP,0.0
0JAA3RX X RIBP,0.0
4N0F38E X RIBP,1.0
65F5QNF X RIBP,0.0
J98DTL0 X RIBP,0.0
UP3DM7S X RIBP,0.23
MPIGUQI X RIBP,0.0
CJ6VUOD X RIBP,0.15
BXZ0IRH X RIBP,0.0
ED7JF3T X RIBP,0.0
99D84CA X RIBP,0.03
D7MEK4M X RIBP,0.0
CPGIUI7 X RIBP,0.0
NNAL8Q7 X RIBP,0.0
9AWDNBY X RIBP,0.0
OEF0G1N X RIBP,0.0
KQP0N0T X RIBP,0.01
16GN31Z X RIBP,0.0
HZDJFK7 X RIBP,0.01
AT14AIB X RIBP,0.0
WDW94HM X RIBP,0.0
LTBXXYK X RIBP,0.0
Q2MC3DD X RIBP,0.0
U2A1XQN X RIBP,0.0
RAJ53QJ X RIBP,0.0
MEJ3UDB X RIBP,0.0
3Z9M7R6 X RIBP,0.0
4DAVZ9U X RIBP,0.0
YU6GMY9 X RIBP,0.0
UNUW8I1 X RIBP,0.02
RKG2EGV X RIBP,0.0
L84QI5B X RIBP,0.0
IWTFUOQ X RIBP,0.0
BA04E4Y X RIBP,1.0
OWSX1R1 X RIBP,0.0
5F99DK9 X RIBP,0.0
ZO8OC83 X RIBP,0.0
3XISQ4A X RIBP,0.0
UX37ZHO X RIBP,0.01
EUWG0R4 X RIBP,0.01
PMWCRS8 X RIBP,0.0
Z3CZFXS X RIBP,0.0
DOBZD5H X RIBP,0.0
NQK9NP1 X RIBP,0.18
R0DT5IV X RIBP,0.0
IBYA7Z1 X RIBP,0.0
35VQXFQ X RIBP,0.0
WOHUV1X X RIBP,0.0
D1DQVLB X RIBP,0.0
WZJ8MD8 X RIBP,0.0
57Y41SB X RIBP,0.018416666666666665
K1WI7MG X RIBP,0.0
EH5VPJV X RIBP,0.0
96F305Y X RIBP,1.0
FSELLKG X RIBP,0.01
T4PDRWM X RIBP,0.0
33Y8KGG X RIBP,0.0
MRQMDIX X RIBP,0.07
1A3DDR6 X RIBP,0.0
GKUHMYY X RIBP,0.0
XWQ55W6 X RIBP,0.01
KPMCLSB X RIBP,0.0
XYWO8HS X RIBP,0.0
THP5527 X RIBP,0.0
WJ7L9I6 X RIBP,0.0
TO7ZP5A X RIBP,0.0
WE7DUJY X RIBP,0.0
TZYPVZB X RIBP,0.0
IC5HBW4 X RIBP,0.0
Z13YWLN X RIBP,0.0
92I96LK X RIBP,0.0
Y3BMSGE X RIBP,0.0
JX6MNJM X RIBP,0.0
HJFB864 X RIBP,0.0
KIRNXGZ X RIBP,0.0
QEBM5VP X RIBP,0.0
VAPOFPE X RIBP,0.0
2NDJMGH X RIBP,0.0
Z3ZES9K X RIBP,0.0
5QHTNC7 X RIBP,0.0
VIJ2ZV0 X RIBP,0.0
6RKR0JW X RIBP,0.0
4XRIMKE X RIBP,0.0
JVNKTKX X RIBP,0.0
3U8N6J0 X RIBP,0.0
SK8BJQ4 X RIBP,0.0
0ZHVXDI X RIBP,0.0
4SB5P06 X RIBP,0.0
KINPLS5 X RIBP,0.0
XNIMQYY X RIBP,0.03
O98RQ3U X RIBP,0.0
IOSFH8R X RIBP,0.0
MDN42SP X RIBP,0.03
RXY5IFM X RIBP,0.0
VXCLCAI X RIBP,0.0
MCIS9X5 X RIBP,0.0
9U2TBN4 X RIBP,0.04
Z957B1J X RIBP,0.0
ROPAN6I X RIBP,0.07
RAY0IC0 X RIBP,0.0
5C7JTUH X RIBP,0.0
JRCPN4S X RIBP,0.0
IFTHD6Y X RIBP,0.0
5SNG7RD X RIBP,0.01
QU9Q2YI X RIBP,0.0
GBS62CI X RIBP,0.0
L3MQ0LP X RIBP,0.0
V3ZRB9O X RIBP,0.06
XEU0H4B X RIBP,0.01
FV8FSFT X RIBP,0.01
EKMXKED X RIBP,0.0
BZZ1TZQ X RIBP,0.01
79V21WN X RIBP,0.0
PVKGWPE X RIBP,0.0
KFMSQVQ X RIBP,1.0
E4IL82Z X RIBP,0.0
QSZFNCA X RIBP,0.0
W4G3WFJ X RIBP,0.0
A1QDSB5 X RIBP,0.013333333333333332
X1PSAR9 X RIBP,0.05
N4KM1DH X RIBP,0.0
XF5FCS7 X RIBP,0.0
QITD92X X RIBP,0.0
IRMMS9R X RIBP,0.0
11VHM5L X RIBP,0.0
38T6DUF X RIBP,0.0
N8A051J X RIBP,0.0
KCEN6L4 X RIBP,0.0
05DCREM X RIBP,0.02
F1I2SPC X RIBP,0.01
HVMUM3F X RIBP,0.0
TSSBP6D X RIBP,0.0
TCOQWCW X RIBP,0.0
KWTPOXJ X RIBP,0.0
ILQ50T8 X RIBP,0.0
C0S3BEG X RIBP,0.0
B5D98Z3 X RIBP,0.44
F4VP5BL X RIBP,0.0
08CV42L X RIBP,0.03
8BOQ51L X RIBP,0.0
VXN0DOX X RIBP,0.0
ARKM12P X RIBP,0.14
8KJ8I4G X RIBP,0.0
QVJ18Q2 X RIBP,0.0
TLDIGGO X RIBP,0.01
ITDUTO6 X RIBP,0.0
D9BB9OJ X RIBP,0.0
6KS4ZQH X RIBP,0.0
7JDD83P X RIBP,0.0
QD2SQJX X RIBP,0.0
J6CPA7I X RIBP,0.0
5QSYAJW X RIBP,0.01
7H3PQWH X RIBP,0.04016666666666666
5SPYILB X RIBP,0.0
JZCX83S X RIBP,0.27
3X5TYY8 X RIBP,0.0
66L1YNN X RIBP,0.0
LBFJP0Z X RIBP,0.0
PDUM854 X RIBP,0.03
D2915JJ X RIBP,0.0
BKKI7WV X RIBP,0.03
TCA8DE6 X RIBP,0.02
I4HNLBJ X RIBP,0.0
57G3OJP X RIBP,0.04
SZGJPMR X RIBP,0.0
Y3BZBP1 X RIBP,0.0
UWOC87Q X RIBP,0.0
S32NWTW X RIBP,0.0
AWTOAU5 X RIBP,0.01
WG08WPY X RIBP,0.01
YFAAGZ3 X RIBP,0.0
BGF2RK4 X RIBP,0.0
L50E4RC X RIBP,0.0
SNT845M X RIBP,0.0
B318OB1 X RIBP,0.0
USV59G3 X RIBP,1.0
7J3LOVJ X RIBP,0.01
MC5FN59 X RIBP,0.01
59D5EXF X RIBP,0.0
DAMCA88 X RIBP,0.0
KOOZPR7 X RIBP,0.01
EF7ZPJ8 X RIBP,0.01
5BBKCPU X RIBP,0.0
06M68A9 X RIBP,0.0
YCPZQH1 X RIBP,0.0
W1NS8BP X RIBP,0.0
RDOWVOB X RIBP,0.0
RL7YK4W X RIBP,0.0
PI2OKTC X RIBP,0.05
5A5OI48 X RIBP,0.0
DBOITDI X RIBP,0.0
O792UL9 X RIBP,0.0
OY6QCYM X RIBP,0.4
BI4TRKA X RIBP,0.0
8AZS2TI X RIBP,0.0
V3L26X5 X RIBP,0.0
QISY6W1 X RIBP,0.0
C2HLLKH X RIBP,0.0
048AA4C X RIBP,0.0
H6KEROA X RIBP,1.0
T98C76I X RIBP,0.72
TXBO0FW X RIBP,0.0
ZIHV7OP X RIBP,0.0
99FWTAS X RIBP,0.0
KFAHPFF X RIBP,0.07
IUZ5QIX X RIBP,0.0
93FOJJL X RIBP,0.02
VO7KBEC X RIBP,1.0
QG9L4YS X RIBP,0.93
8VQHOTW X RIBP,0.02
4MOZWP6 X RIBP,0.0
WQZ9PH1 X RIBP,0.0
E01Q0LA X RIBP,0.0
HPNNI7Z X RIBP,0.52
LR2NGHH X RIBP,0.85
TLMVWIK X RIBP,0.0
NWL5ZEH X RIBP,0.0
ZPYJKLI X RIBP,0.02
QJMPCZM X RIBP,0.02
DJZUI3U X RIBP,1.0
HZG2USZ X RIBP,0.0
PWYMHGI X RIBP,0.0
5TE5M4X X RIBP,0.0
IC2TIC3 X RIBP,0.0
0AJRVO7 X RIBP,0.0
3FUBU00 X RIBP,0.0
FPL68P1 X RIBP,0.0
Z6QOT31 X RIBP,0.0
CIAKTXO X RIBP,0.0
U52OEKP X RIBP,0.0
GPLJKNZ X RIBP,0.0
9288LPE X RIBP,0.0
SEFX5N8 X RIBP,0.0
7SV0MZX X RIBP,0.0
B35RA53 X RIBP,0.0
V9U3SNQ X RIBP,0.0
GNBJRKW X RIBP,0.0
HX77LZI X RIBP,0.0
WWYRUOJ X RIBP,0.0
1KG6OBW X RIBP,0.0
1GKDTM4 X RIBP,0.0
RG2LH49 X RIBP,0.0
697XJQD X RIBP,0.0
3ISSC30 X RIBP,0.0
8Z8R1PR X RIBP,0.05
RIIAP79 X RIBP,1.0
Y6Y1TB2 X RIBP,0.0
70YA1V3 X RIBP,0.0
7V9DZTU X RIBP,0.0
OLOMTEW X RIBP,0.0
ZSZTII7 X RIBP,0.0
GWOS5VR X RIBP,0.03
8G32V80 X RIBP,0.0
B1F78P7 X RIBP,0.0
Z1Y05FQ X RIBP,0.47
BY7XIME X RIBP,0.0
7RPK26H X RIBP,0.0
NL501TI X RIBP,0.0
A2CKSA9 X RIBP,0.0
K69WHYA X RIBP,0.0
WL72CC2 X RIBP,0.0
5JJN1ON X RIBP,0.01
PZ10SGM X RIBP,0.0
OP9HPGD X RIBP,0.0
L2442CV X RIBP,0.0
1CIPM9B X RIBP,0.0
F094PSX X RIBP,0.0
5EJI157 X RIBP,0.0
8Z9TWSK X RIBP,0.03
JRISF2W X RIBP,0.0
GXS8FWD X RIBP,0.0
9FOHLCQ X RIBP,1.0
5XQYTR6 X RIBP,0.0
6NWHTZU X RIBP,0.0
G23UHD2 X RIBP,0.0
XPUX9M2 X RIBP,0.18
0UAVR70 X RIBP,1.0
LVRLBJD X RIBP,0.0
DHRRHEZ X RIBP,0.06
JRRMUG2 X RIBP,0.0
1JG02U3 X RIBP,0.03
6JK6RWR X RIBP,1.0
X8EWXOZ X RIBP,0.0
DI1JIFG X RIBP,0.0
Y4AYGYG X RIBP,0.005
5I2EJN8 X RIBP,0.0
GE2L9E5 X RIBP,0.0
UMVXIGV X RIBP,0.0
8QKBV35 X RIBP,0.0
EHWL23X X RIBP,0.0
B1HS8PJ X RIBP,0.08
MSM8SQ7 X RIBP,0.01
6SWM18J X RIBP,0.0
CC3T5SQ X RIBP,0.0
8NGXHIV X RIBP,0.01
L7NFE4B X RIBP,0.0
E11PDI7 X RIBP,0.0
DBSPOZT X RIBP,0.0
6VWOQUD X RIBP,0.0
R5F9X3B X RIBP,0.0
FA2BUI8 X RIBP,0.0
U3RWKK0 X RIBP,0.0
9P3WJ2Y X RIBP,0.02
ETJ4L52 X RIBP,0.0
9DQN3MB X RIBP,0.0
ODKN9ZO X RIBP,0.0
3ZQW23T X RIBP,0.0
U03SZBK X RIBP,0.01
6QQKKYS X RIBP,0.0
HRGMO18 X RIBP,0.03
005AP9V X RIBP,0.0
F5DE127 X RIBP,0.0
J18T7NQ X RIBP,0.0
UUA4W0Q X RIBP,0.0
EN3O4S1 X RIBP,0.16
X91X64W X RIBP,0.0
ZYK4AHE X RIBP,0.03
USYT9RW X RIBP,0.0
YDSXMA2 X RIBP,0.0
PVGA47X X RIBP,0.09
RGJV9L2 X RIBP,0.0
4MWC1LB X RIBP,0.01
YQYBEW8 X RIBP,0.625
XBIFM63 X RIBP,0.0
L2257F0 X RIBP,0.0
MNSISJC X RIBP,0.01
WCHLRAE X RIBP,0.03
J343X1F X RIBP,0.0
G3PE314 X RIBP,0.01
AN9XSS1 X RIBP,0.0
50IW62E X RIBP,0.0
ID0X57M X RIBP,0.0
64Q0KFK X RIBP,0.0
YLAZI4E X RIBP,0.0
U7LQXFT X RIBP,0.0
CGNOSRO X RIBP,0.02
AADGIVP X RIBP,0.0
SEW7EC5 X RIBP,0.03
RY66FWT X RIBP,0.0
P9SAFOJ X RIBP,0.01
J9UGVSJ X RIBP,0.0
F5UOTV1 X RIBP,0.0
9HBC74D X RIBP,0.0
8MII2EA X RIBP,0.0
AOF4CSC X RIBP,0.0
OS0XCMA X RIBP,0.01
M6IHPWA X RIBP,0.0
C8LDWR6 X RIBP,0.0
REKLG6E X RIBP,0.67
G0MSBG2 X RIBP,0.0
X0ARY8T X RIBP,0.01
WOTV0HJ X RIBP,0.02
9GQUAS6 X RIBP,0.0
C6EN8PG X RIBP,0.01
53MZ69H X RIBP,0.0
F27WB7T X RIBP,0.03
UH2MONY X RIBP,0.0
0CQCDL0 X RIBP,0.0
ZUTBK2Q X RIBP,0.0
HP3PUK6 X RIBP,0.05
TFLNUDC X RIBP,0.01
R2KSKJC X RIBP,0.43
FPZR181 X RIBP,0.0
WECLLC4 X RIBP,0.0
ZOUAXP9 X RIBP,0.0
X6MCPVQ X RIBP,0.0
TSZJZCI X RIBP,0.0
VLV3QTT X RIBP,0.0
2R0JFLQ X RIBP,0.03
NL63FNA X RIBP,0.06
MFY3JCG X RIBP,0.0
2H3EDWA X RIBP,0.0
GCUCI8B X RIBP,0.0
IWIQQ3D X RIBP,0.0
W8XB5IN X RIBP,0.0
RWH2YHW X RIBP,0.05
X27MEB7 X RIBP,0.0
HQEOJO4 X RIBP,0.04
BKRYPOT X RIBP,0.0
GXAPRVA X RIBP,0.02
2QFXHJ9 X RIBP,0.0
K72R35P X RIBP,0.0
UTMAKIF X RIBP,0.0
3RI1Z0U X RIBP,0.0
QSNPTZJ X RIBP,0.0
QDR8NX4 X RIBP,0.18
SJRFR2A X RIBP,0.0
VI43TFU X RIBP,0.003333333333333333
55AYQ9I X RIBP,0.0
F84HDTP X RIBP,0.0
DNQZH5W X RIBP,0.0
AZ0CCXW X RIBP,0.38
BVNBP2D X RIBP,0.0
735YSIZ X RIBP,0.0
20PVJWP X RIBP,0.01
5HHJGMU X RIBP,1.0
KC3QA4D X RIBP,0.0
QXD3OEH X RIBP,0.0
9FDBFCK X RIBP,0.0
9TU6MVF X RIBP,0.0
5H819BD X RIBP,0.0
WDZ8NI4 X RIBP,0.63
KGD1A83 X RIBP,0.98
ZFVRBB1 X RIBP,0.0
4WQBFGH X RIBP,0.0
D5RRM5A X RIBP,0.0
LA3SCQG X RIBP,0.0
475EOS3 X RIBP,0.0
02RM6T0 X RIBP,0.01
WDCDEZF X RIBP,0.0
VGOJM8F X RIBP,0.0
MROHAT6 X RIBP,0.0
QCFDPJS X RIBP,0.1335
L55TVIS X RIBP,0.0
VKSWUOU X RIBP,0.0
K2SB60W X RIBP,0.0
ITZT7EO X RIBP,0.0
5CX5Y14 X RIBP,0.04
PTPC98O X RIBP,0.0
PV5ZBDA X RIBP,0.0
TRBKRFJ X RIBP,0.005
1K5Q47J X RIBP,0.0
DNH4XO0 X RIBP,0.0
ICDWS73 X RIBP,0.045
7L0541D X RIBP,0.75
H2XQOPO X RIBP,0.0
2169GBA X RIBP,0.0
B9VE2HX X RIBP,0.0
Y7YOVZI X RIBP,0.0
F05KWD9 X RIBP,0.0
PBBJUJC X RIBP,0.0
ZD75HCM X RIBP,0.0
CJZUA9U X RIBP,0.0
XA1N65A X RIBP,0.0
7LWIPQC X RIBP,0.0
AWL9V54 X RIBP,0.01
KEBYZHJ X RIBP,0.0
6L39R3P X RIBP,0.0
9YGWRXI X RIBP,0.0
T24KX6V X RIBP,0.0
T4403LS X RIBP,0.0
P47UF4E X RIBP,0.09
PJSMHIF X RIBP,0.0
GKNPE83 X RIBP,0.0
JKAIHL2 X RIBP,0.09
3LEZF97 X RIBP,0.0
CYWVYRV X RIBP,0.0
P2O5RNJ X RIBP,0.025
I4J07V9 X RIBP,0.0
8C60S3U X RIBP,0.364
IHZMSU4 X RIBP,0.0
899EAIX X RIBP,0.24
9PJAUYM X RIBP,0.0
67TC7EB X RIBP,0.04
WM1RRUJ X RIBP,0.07
UPO7HXU X RIBP,0.0
60PLTC2 X RIBP,0.0
S51T2Q7 X RIBP,0.21
BCUUIM0 X RIBP,0.01
QL2BY3L X RIBP,0.03
BP0N5DF X RIBP,0.0
Q1UGLIQ X RIBP,0.0
7I9XHP4 X RIBP,0.0
TU1KN4D X RIBP,0.0
C8NYBLJ X RIBP,0.0
U9DJFB7 X RIBP,0.0
97TZZU7 X RIBP,0.0
L0GCQJQ X RIBP,0.01
0APGYUU X RIBP,0.0
6S1IHMM X RIBP,0.0
0OVX1QU X RIBP,0.0
YW7LRPJ X RIBP,0.0
I1SPC1K X RIBP,0.0
3HPUI0K X RIBP,0.0
11QAVEA X RIBP,0.0
ADJKEGL X RIBP,0.012
D38VEMS X RIBP,0.89
BY8EVGE X RIBP,0.0
LRIXXA8 X RIBP,0.32
G9G5YW3 X RIBP,0.0
FXH1FV4 X RIBP,0.0
5DV1F5J X RIBP,0.0
XGRWPUZ X RIBP,0.0
59GRSA8 X RIBP,0.0
14YA3W2 X RIBP,0.0
F7TRABO X RIBP,0.0
3AS48NZ X RIBP,0.0
CZLXMSG X RIBP,0.0
TXLTM7Z X RIBP,0.0
LMS2WWW X RIBP,0.0
EYVF842 X RIBP,0.16
B37GEQH X RIBP,0.03
LHBWU2W X RIBP,0.0
AALBKSW X RIBP,0.0
AG95WAG X RIBP,0.13
I24ZETI X RIBP,0.0
MBF1IKT X RIBP,0.0
RAH5JNO X RIBP,0.0
2DJYAP2 X RIBP,0.0
882E4X1 X RIBP,0.0
L1I4NG0 X RIBP,0.0
IIPZKBQ X RIBP,0.0
P8Q632K X RIBP,0.0
WJHT27R X RIBP,0.0
PDPR5MB X RIBP,0.0
IOIQYEM X RIBP,0.0
UU9PB2D X RIBP,0.0
0VUV390 X RIBP,0.0
1ORM5L2 X RIBP,0.0
WJVQAWN X RIBP,0.0
61GD5Z0 X RIBP,0.0
331FBRL X RIBP,0.74
7P7X3EA X RIBP,0.0
1XFMT19 X RIBP,0.0
ZPSSZQ2 X RIBP,0.0
JE7J4T8 X RIBP,0.0
UC5GZUZ X RIBP,0.0
ZX2G7EL X RIBP,0.0
RQGJ3YT X RIBP,0.0
O4562H3 X RIBP,0.0
XP4LV4P X RIBP,1.0
KOVN9SO X RIBP,0.0
PBB34J9 X RIBP,0.0
AI3RT8W X RIBP,0.0
O4K2BJ5 X RIBP,0.0
OF9L3PD X RIBP,0.0
8DXKH5X X RIBP,0.0
J70KFDO X RIBP,0.18
FQNQM42 X RIBP,0.0
3FNIVJB X RIBP,0.0
M414EEO X RIBP,0.01
XRIU0QM X RIBP,0.0
DL1MCO9 X RIBP,1.0
3P0IEGW X RIBP,0.0
AIVLQ9I X RIBP,0.0
RPVQRNE X RIBP,0.0
VHOT7O6 X RIBP,0.01
RFR1A9E X RIBP,0.0
HFRCZS5 X RIBP,0.0
D5KRGNB X RIBP,0.0
DBONVFX X RIBP,1.0
C0PJLWY X RIBP,0.09849999999999999
1JOQ0CE X RIBP,0.0
XOSKI47 X RIBP,0.01
9HZOCWJ X RIBP,0.0
XWRVTZR X RIBP,0.0
3OGQ6GB X RIBP,0.0
VW8QJUB X RIBP,0.0
SAXY9R4 X RIBP,0.01
Z4UN3Z1 X RIBP,0.02
50F3NT7 X RIBP,0.0
GGRHA99 X RIBP,0.0
U1IRL17 X RIBP,0.0
X5RZVC4 X RIBP,0.0
CPS87XF X RIBP,0.0
WW0LEFP X RIBP,0.0
1S7VJYR X RIBP,1.0
L3U2UI8 X RIBP,0.0
Q8Y2BFW X RIBP,0.0
IZ7ORCY X RIBP,0.04
2KLJ5KV X RIBP,0.0
CCEWDIU X RIBP,0.0
HSRVDOP X RIBP,0.0
0VPFLAM X RIBP,0.0
OFHAYW6 X RIBP,0.0
F50MG1I X RIBP,0.0
PS2JH9D X RIBP,0.0
66XAKXZ X RIBP,0.11
Z4XXMCP X RIBP,0.0
6AK5IQH X RIBP,0.05
WPFZR9R X RIBP,0.0
YV3AINN X RIBP,0.0
55CV6UG X RIBP,0.91
PG9G980 X RIBP,0.0
M76QJCV X RIBP,0.0
AR7JLWG X RIBP,0.01
THPMSUW X RIBP,0.0
0Z2HMEQ X RIBP,0.09
ODWWLWE X RIBP,0.0
S3P090P X RIBP,0.0
AB3T7E9 X RIBP,0.69
5KKRWRC X RIBP,0.0
9RS1VNW X RIBP,0.0
U9UCNPD X RIBP,0.0
41Z1CNC X RIBP,0.0
S6HDOAE X RIBP,0.0
W408MBX X RIBP,0.0
IPUX7MO X RIBP,0.0
256XXCR X RIBP,0.0
1G0VSQT X RIBP,0.0
RO383OR X RIBP,0.1
0DW4O3D X RIBP,0.0
QXDO9N4 X RIBP,0.0
UT6ABQ6 X RIBP,0.0
RCRXMBO X RIBP,0.0
O3DJ2EV X RIBP,0.03
DX2TBV2 X RIBP,0.0
G6T3K8O X RIBP,0.0
5BOH1DL X RIBP,0.0
HTY262H X RIBP,1.0
B6Q3HK2 X RIBP,0.0
H8T81ZY X RIBP,0.0
3KFE9O0 X RIBP,0.0
CSTVP47 X RIBP,0.0
UPDE06F X RIBP,0.0
BFY58Q2 X RIBP,0.0
GK7VR55 X RIBP,0.03
26M15IU X RIBP,0.0
BMNIJIV X RIBP,0.0
6T57CUI X RIBP,0.0
HW7SHT6 X RIBP,0.0
7RY4Z3U X RIBP,0.02
QV2QCY5 X RIBP,0.0
VPXK6LH X RIBP,0.72
80YQSOW X RIBP,0.0
6IUNSNR X RIBP,0.0
03VI4XP X RIBP,0.04
EP24X6V X RIBP,0.0
1P43BZM X RIBP,0.0
2WD10GH X RIBP,0.0
M26P23J X RIBP,0.0
0Q0Q3YT X RIBP,0.0
6UJH6PH X RIBP,0.0
LRW5ACX X RIBP,0.0
R07Z1E0 X RIBP,0.0
AJ366RA X RIBP,0.0
4A8MPND X RIBP,0.01
MHCPQQL X RIBP,0.0
NGY6V0F X RIBP,0.0
EKRKNZI X RIBP,0.0
9SQE2O7 X RIBP,0.0
QP9PVLI X RIBP,0.01
G88PNJ5 X RIBP,0.0
TSHKXJY X RIBP,0.0
SZ2VQJJ X RIBP,0.0
IXGR4LN X RIBP,0.0
25P8AFG X RIBP,0.0
0OJMPM9 X RIBP,0.0
EDHI2OS X RIBP,0.0
PKRIT7P X RIBP,0.0
M4OEA9M X RIBP,0.0
XJF6W14 X RIBP,0.0
GIDL9J6 X RIBP,0.0
8QRR4HB X RIBP,0.01
78YLVDW X RIBP,0.0
FRZ3BI7 X RIBP,0.0
OKR7KLR X RIBP,0.0
TTMRZ1W X RIBP,1.0
KJ7K5LN X RIBP,0.0
